DB.origen,id_intern,Latitude,Longitude,Forest_type,Leaf_N,Wood_N,Root_N,Litter_N,Leaf_NPP,Wood_NPP,Root_NPP,Litter_NPP,Nstock_leaves,Nstock_wood,Nstock_roots,Nstock_litter,MAT,MAP,Altitude,Gross_Nuptake,Reabsorved,Net_Nuptake,Stand_age,Stand_density,Soil_CEC,Soil_ph,Soil_N,Soil_CN,Myco.type,AM_percent,MAT_wc,MAP_wc,Alt_wc,Soil_CN_sg,Soil_ph_sg,woodiness,MAT_MAP_wc,AM_map,N_stocks_sg,Bact,Fung,Nlimit,mic_C,mic_N,N,BD,soil_N_combi,soil_BD_sg,N_stocks_combi,Predicted_Net_Nuptake,Net_Nuptake_Combi,MAT_combi,MAP_combi,Alt_combi,Soil_CN_combi,Soil_ph_combi,MAT_MAP_combi,Biomes$BIOME,regions,abg_to_roots,totalNPP,Leaf_NUE,Wood_NUE,Root_NUE,NUE,AM_combi,noy,nhx,ndep
Scrapping,https://doi.org/10.1016/S0378-1127(01)00648-X,62.783,30.966,Coniferous,NA,0.17372078,NA,NA,1924,2203,9808,1924,20.08,1.45,49.13,NA,1.9,649,145,70.66,NA,NA,100,432,NA,NA,NA,NA,ECM,0,2.195833445,658,140,2.086202383,48.19194031,Woody,1447.599976,0,1.154220462,3.951204062,2.856826544,0.151019588,497.1669922,71.96980286,859.5047607,89.52014923,859.5047607,89.52014923,1.154144917,56.59241699,56.59241699,1.9,649,145,2.086202383,4.819194031,1233.1,6,Bor,0.438225117,13935,NA,12681.26933,NA,197.2120011,0,6.522871971,9.70091629,16.22378826
Scrapping,https://doi.org/10.1016/j.foreco.2017.04.004,58.09,26.87,Broadleaved,3.37,0.53,0.9,3.143,2030,4394,1034,2030,68.411,23.2882,9.306,63.8029,NA,NA,NA,101.0052,4.6081,96.3971,7,18750,NA,NA,NA,14.1,ECM,0,5.341666698,626,97,0.934157073,51.37223053,Woody,3349.099854,0,1.064954996,2.990680456,1.385425925,0.134138227,121.7979965,14.49400043,826.7056274,85.94382477,826.7056274,85.94382477,1.065753654,78.3096998,96.3971,5.341666698,626,97,14.1,5.137223053,3343.883353,4,Temp,9.85377176,7458,602.3738872,8290.566038,1148.888889,73.83778261,0,10.03587818,17.27805138,27.31392956
Scrapping,https://doi.org/10.1016/j.foreco.2017.04.004,58.41,26.54,Broadleaved,3.37,0.53,0.9,3.143,3247,4952,964,3247,109.4239,26.2456,8.676,102.05321,NA,NA,NA,144.3455,7.37069,136.97481,17,4630,NA,NA,NA,13,ECM,0,5.454166889,619,42,1.223458648,57.99049377,Woody,3378.708496,0.268113315,1.089957237,3.281731844,1.64269793,0.121437371,166.6820068,28.9810009,846.2081909,85.93321991,846.2081909,85.93321991,1.090760918,109.327243,136.97481,5.454166889,619,42,13,5.799049377,3376.129304,4,Temp,15.63733287,9163,963.5014837,9343.396226,1071.111111,63.4796374,0,9.161522865,15.97464657,25.13616943
Scrapping,https://doi.org/10.1016/j.foreco.2017.04.004,58.35,27.18,Broadleaved,3.37,0.53,0.9,3.143,4220,3944,770,4220,142.214,20.9032,6.93,132.6346,NA,NA,NA,170.0472,9.5794,160.4678,21,3280,NA,NA,NA,14,ECM,0,5.349999905,604,32,1.382195711,59.57908249,Woody,3236.433105,0,1.074935436,3.204979658,1.556578636,0.068757206,NA,NA,781.4338379,91.70188141,781.4338379,91.70188141,1.074884297,127.7212917,160.4678,5.349999905,604,32,14,5.957908249,3231.399942,4,Temp,23.5378355,8934,1252.225519,7441.509434,855.5555556,52.53835406,0,9.161522865,15.97464657,25.13616943
Scrapping,https://doi.org/10.1016/j.foreco.2017.04.004,58.33,27.31,Broadleaved,3.37,0.53,0.9,3.143,4330,6258,1220,4330,145.921,33.1674,10.98,136.0919,NA,NA,NA,190.0684,9.8291,180.2393,32,1528,NA,NA,NA,11.9,ECM,0,5.383333206,607,44,1.28794384,54.8674736,Woody,3257.56665,0,1.122539401,3.165124655,1.463490605,0.079651192,102.7919998,28.30739975,873.0583496,85.7246933,873.0583496,85.7246933,1.122639889,142.049952,180.2393,5.383333206,607,44,11.9,5.48674736,3267.683256,4,Temp,16.31041894,11808,1284.866469,11807.54717,1355.555556,62.12500342,0,10.03587818,17.27805138,27.31392956
Scrapping,https://doi.org/10.1016/j.foreco.2017.04.004,58.09,26.97,Broadleaved,3.37,0.53,0.9,3.143,3790,5996,1168,3790,127.723,31.7788,10.512,119.1197,NA,NA,NA,170.0138,8.6033,161.4105,38,2734,NA,NA,NA,13.3,ECM,0,5.420833588,624,80,0.92341423,53.66425705,Woody,3390.400146,0,1.038469911,3.02797699,1.410681248,0.131539717,102.7919998,28.30739975,798.1114502,86.75139618,798.1114502,86.75139618,1.038559239,127.6973882,161.4105,5.420833588,624,80,13.3,5.366425705,3382.600159,4,Temp,15.1733067,10954,1124.62908,11313.20755,1297.777778,64.43006391,0,10.03587818,17.27805138,27.31392956
Scrapping,"https://doi.org/10.1002/ecy.2691 , https://link.springer.com/article/10.1007/s11104-006-9168-2#Tab4 ",10.71,-85.59,Broadleaved,2.61,0.33,1.67,1.65,6200,8500,1720,6200,161.82,28.05,28.724,102.3,25.8,1575,NA,218.594,59.52,159.074,NA,NA,NA,NA,NA,12.4,AM,100,26.79999924,1658,153,1.006964564,62.27519226,Woody,44434.39844,1,0.475221366,3.604355097,0.88333559,NA,367.1440125,52.02510071,264.1576843,120.9910126,264.1576843,120.9910126,0.479410586,162.4649937,159.074,25.8,1575,153,12.4,6.227519226,40635,2,Trop,6.610151789,16420,2375.478927,25757.57576,1029.94012,75.11642589,100,4.562544346,4.23290062,8.795444965
Scrapping,https://doi.org/10.1007/s11104-011-0946-0,33.38,-81.66,Broadleaved,2.7175,0.815,1.04,1.335,2052,1748,3600,2052,55.7631,14.2462,37.44,27.3942,17.9,NA,NA,107.4493,28.3689,79.0804,4,NA,1.5,4.9,NA,NA,ECM/AM,50,17.29166603,1190,114,1.856311679,49.27651215,Woody,20577.08203,0.36811927,0.385229528,3.352968693,1.494712949,-0.165262252,48.1637001,10.03050041,175.7483521,146.1223145,175.7483521,146.1223145,0.385211339,82.9215772,79.0804,17.9,1190,114,1.856311679,4.9,21301,5,Temp,1.869906517,7400,755.1057958,2144.785276,3461.538462,68.86969017,50,36.77143478,59.86537933,96.63681412
Scrapping,https://doi.org/10.1007/s11104-011-0946-0,33.38,-81.66,Broadleaved,2.36,0.39,0.79,1.01,3145,4255,5700,3145,74.222,16.5945,45.03,31.7645,17.9,NA,NA,135.8465,42.4575,93.389,4,NA,1.5,4.9,NA,NA,AM,100,17.29166603,1190,114,1.856311679,49.27651215,Woody,20577.08203,0.36811927,0.385229528,3.352968693,1.494712949,-0.165262252,48.1637001,10.03050041,175.7483521,146.1223145,175.7483521,146.1223145,0.385211339,103.2447263,93.389,17.9,1190,114,1.856311679,4.9,21301,5,Temp,2.016799911,13100,1332.627119,10910.25641,7215.189873,96.43237036,100,36.77143478,59.86537933,96.63681412
Scrapping,https://doi.org/10.1007/s11104-011-0946-0,33.38,-81.66,Broadleaved,1.66,0.47,0.805,0.67,3515,5985,8800,3515,58.349,28.1295,70.84,23.5505,17.9,NA,NA,157.3185,34.7985,122.52,4,NA,1.5,4.9,NA,NA,AM,100,17.29166603,1190,114,1.856311679,49.27651215,Woody,20577.08203,0.36811927,0.385229528,3.352968693,1.494712949,-0.165262252,48.1637001,10.03050041,175.7483521,146.1223145,175.7483521,146.1223145,0.385211339,118.611687,122.52,17.9,1190,114,1.856311679,4.9,21301,5,Temp,1.220758046,18300,2117.46988,12734.04255,10931.67702,116.3245264,100,36.77143478,59.86537933,96.63681412
Scrapping,https://doi.org/10.1007/s11104-011-0946-0,33.38,-81.66,Coniferous,1.5,0.815,0.737,0.545,6512,11088,7100,6512,97.68,90.3672,52.327,35.4904,17.9,NA,NA,240.3742,62.1896,178.1846,4,NA,1.5,4.9,NA,NA,ECM,0,17.29166603,1190,114,1.856311679,49.27651215,Woody,20577.08203,0.36811927,0.385229528,3.352968693,1.494712949,-0.165262252,48.1637001,10.03050041,175.7483521,146.1223145,175.7483521,146.1223145,0.385211339,178.0525253,178.1846,17.9,1190,114,1.856311679,4.9,21301,5,Temp,3.593693504,24700,4341.333333,13604.90798,9633.649932,102.7564522,0,36.77143478,59.86537933,96.63681412
Scrapping,"https://doi.org/10.5194/bg-4-891-2007 , https://doi.org/10.1007/s00442-011-2111-0",31.333,35.05,Coniferous,0.96,0.18,1.09,0.49,1551.020408,1760.383101,5137.614679,1551.020408,14.88979592,3.168689581,56,7.6,NA,270,650,74.0584855,7.289795918,66.76868958,35,300,NA,8.34,NA,NA,ECM,0,17.57083321,282,626,1.093878388,78,Woody,4958.5,0,0.301974446,2.188030481,1.294353843,-0.181092054,103.0569992,11.88070011,135.3223877,148.7579193,135.3223877,148.7579193,0.301954152,59.02462606,66.76868958,17.57083321,270,650,1.093878388,8.34,4744.124966,13,Temp,0.322472955,8449.018188,1615.646258,9779.906117,4713.407962,114.0857544,0,2.427714586,1.996714592,4.424429178
Scrapping,"https://doi.org/10.1007/s10021-008-9126-3 , https://doi.org/10.1890/0012-9658(1997)078[1844:MLAADP]2.0.CO;2 , https://doi.org/10.1139/cjfr-2017-0223",43.904,-71.614,Broadleaved,2.047,0.15,0.8,1.01,2880,3910,2960,2880,58.9536,5.865,23.68,29.088,NA,1270,NA,88.4986,29.8656,58.633,NA,NA,NA,2.9,NA,10.4,ECM/AM,50,5.579166889,1189,527,1.56045115,45.33111572,Woody,6608.858398,0,1.376986742,3.583437443,2.180173874,-0.006725547,205.9850006,33.78409958,886.2937012,103.5595016,886.2937012,103.5595016,1.37676201,69.35904634,58.633,5.579166889,1270,527,10.4,2.9,7085.541949,4,Temp,2.737271959,9750,1406.936981,26066.66667,3700,110.1712343,50,23.23645973,33.8427887,57.07924843
Scrapping,"https://doi.org/10.1007/s10021-008-9126-3 , https://doi.org/10.1890/0012-9658(1997)078[1844:MLAADP]2.0.CO;2 , https://doi.org/10.1007/BF00000884",43.904,-71.614,Coniferous,1.013,0.2,0.8,0.89,2110,2220,860,2110,21.3743,4.44,6.88,18.779,4.3,1459,755,32.6943,2.5953,30.099,85,2278,NA,2.9,NA,19.9,ECM,0,5.579166889,1189,527,1.56045115,45.33111572,Woody,6608.858398,0,1.376986742,3.583437443,2.180173874,-0.006725547,205.9850006,33.78409958,886.2937012,103.5595016,886.2937012,103.5595016,1.37676201,29.42133741,30.099,4.3,1459,755,19.9,2.9,6273.7,4,Temp,3.752078488,5190,2082.922014,11100,1075,158.7432672,0,23.23645973,33.8427887,57.07924843
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15988,44.28,-121.97,Grassland,1.36833333,NA,1.372,NA,2541.5,NA,2211.99543,NA,34.77619158,NA,30.3485773,NA,6.77,1618,1318,65.12476888,NA,NA,NA,NA,NA,NA,NA,NA,NM/AM,50,6.412499905,1618,1298,1.955478549,53.33554077,Non-woody,10382.16602,0,0.889714718,3.538183451,2.079639673,0.144873127,162.5829926,29.70269966,656.0509644,90.41806793,656.0509644,90.41806793,0.88978291,52.63099378,52.63099378,6.77,1618,1318,1.955478549,5.333554077,10953.86,5,Temp,1.145891988,4753.49543,1857.369067,NA,1612.241567,72.99059193,50,4.882116795,7.781908989,12.66402578
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15989,41.2,-101.63,Grassland,0.81075,NA,0.63433333,NA,1726.625,NA,1272.33351,NA,13.99861219,NA,8.070835523,NA,9.64,456,965,22.06944771,NA,NA,NA,NA,NA,NA,NA,NA,NM/AM,50,9.754166603,456,1018,1.064069629,70.82577515,Non-woody,4446,0.32500273,0.346715212,2.376691103,1.285702586,-0.176462844,72.66339874,9.166500092,163.1335297,141.7344818,163.1335297,141.7344818,0.346824694,21.81740262,21.81740262,9.64,456,965,1.064069629,7.082577515,4395.84,8,Temp,1.734468773,2998.95851,2129.663891,NA,2005.780636,135.8873384,50,20.98345184,12.11655331,33.10000515
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15990,39.07,-96.58,Grassland,0.42633333,NA,0.5095,NA,11076.667,NA,2651.74758,NA,47.22352327,NA,13.51065392,NA,11.6,971,440,60.73417719,NA,NA,NA,NA,NA,NA,NA,NA,AM,100,12.26249981,889,421,1.243634939,65.34367371,Non-woody,10897.6582,1,0.575305104,2.171398163,0.954271972,-0.536001563,182.7440033,31.01420021,288.0270386,133.1840668,288.0270386,133.1840668,0.575409185,49.4887597,49.4887597,11.6,971,440,1.243634939,6.534367371,11263.6,8,Temp,3.495280358,13728.41458,25981.23633,NA,5204.607615,226.0410071,100,22.03673172,18.9352932,40.97202492
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15991,44.21,-122.13,Grassland,1.05966667,NA,1.26366667,NA,1898.3333,NA,958.912352,NA,20.11600527,NA,12.11745579,NA,6.9,1877,1500,32.23346105,NA,NA,NA,NA,NA,NA,NA,NA,NM/AM,50,6.095833302,1935,1481,2.707925558,51.50353241,Non-woody,11819.62598,0,0.906499326,3.896032572,2.720484734,0.085356399,162.5829926,29.70269966,684.6439209,88.26000977,684.6439209,88.26000977,0.906400187,29.09152677,29.09152677,6.9,1877,1500,2.707925558,5.150353241,12951.3,5,Temp,1.660084891,2857.245652,1791.443813,NA,758.8333021,88.64222327,50,4.882116795,7.781908989,12.66402578
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15992,34.36,-106.69,Grassland,0.78425,NA,0.86566667,NA,1843.0635,NA,889.054323,NA,14.4542255,NA,7.696246952,NA,13.1,252,1600,22.15047245,NA,NA,NA,NA,NA,NA,NA,NA,AM,100,13.0583334,252,1593,1.222569823,80.06509399,Non-woody,3288.600098,0,0.174896345,2.315589905,0.959955454,-0.046337456,35.20619965,4.981140137,80.54608917,144.7485504,80.54608917,144.7485504,0.174883945,21.87538996,21.87538996,13.1,252,1600,1.222569823,8.006509399,3301.2,13,Temp,1.878087539,2732.117823,2350.096908,NA,1027.016927,123.3435462,100,8.096355438,6.308807373,14.40516281
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15993,40.82,-104.77,Grassland,1.202,NA,1.109,NA,571.03333,NA,1642.30284,NA,6.863820627,NA,18.2131385,NA,8.95,369,1650,25.07695912,NA,NA,NA,NA,NA,NA,NA,NA,AM,100,9.024999619,369,1654,0.879452169,68,Non-woody,3327.149902,0,0.288361877,2.350492716,1.003180861,-0.223486915,102.9509964,12.35709953,129.5529633,148.3772888,129.5529633,148.3772888,0.288340762,23.96980155,23.96980155,8.95,369,1650,0.879452169,6.8,3302.55,8,Temp,0.376860947,2213.33617,475.0693261,NA,1480.88624,88.26174493,100,17.7940731,11.43257809,29.22665119
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15994,31.04,-97.35,Grassland,0.884,NA,1.085,NA,7238.3333,NA,1979.18547,NA,63.98686637,NA,21.47416235,NA,19.4,877,184,85.46102872,NA,NA,NA,NA,NA,NA,NA,NA,AM,100,19.40833282,874,182,1.070554972,75.4213028,Non-woody,16962.88281,1,0.49765265,2.128221273,1.251639605,-0.72711134,125.9020004,22.67399979,194.2486877,165.4402161,194.2486877,165.4402161,0.482048173,67.18513434,67.18513434,19.4,877,184,1.070554972,7.54213028,17013.8,8,Temp,2.979714195,9217.51877,8188.159842,NA,1824.134074,107.8563985,100,16.05476952,11.81507969,27.86984921
Scrapping,https://onlinelibrary.wiley.com/doi/full/10.1111/gcb.15995,40.08,-88.83,Grassland,0.92333333,NA,0.91033333,NA,2971.6667,NA,1554.77351,NA,27.4383891,NA,14.15362147,NA,11.1,992,200,41.59201057,NA,NA,NA,NA,NA,NA,NA,NA,AM,100,10.92500019,990,215,0.933959544,61.0924263,Non-woody,10824,1,0.609993279,2.289907455,0.987110257,NA,117.6780014,17.12030029,287.5566101,141.4168396,287.5566101,141.4168396,0.609980205,35.78920109,35.78920109,11.1,992,200,0.933959544,6.10924263,11011.2,8,Temp,1.938612613,4526.44021,3218.4116,NA,1707.916714,108.82956,100,31.64801216,35.87707901,67.52509117
Scrapping,https://doi.org/10.1890/0012-9658(1998)079[1526:TROTPB]2.0.CO;2 https://doi.org/10.1007/s00442-007-0753-8,68.633333,-149.566667,Broadleaved,1.88,NA,1.27,NA,1364,NA,1517,136.4,25.6432,NA,19.2659,NA,-10,318,760,44.9091,NA,NA,NA,NA,NA,NA,NA,NA,ERM/AM,50,-9.620833397,239,768,2.494788885,56.24905777,Woody,-2298.383301,0,1.14375639,3.951204062,2.783698559,0.307367653,40.20610046,8.60890007,1289.935059,59.37119675,1289.935059,59.37119675,1.148774822,38.16315708,38.16315708,-10,318,760,2.494788885,5.624905777,-3180,11,Bor,1.331014902,2881,725.5319149,NA,1194.488189,64.15180888,50,1.070446134,1.980149269,3.050595403
Scrapping,"10.1023/A:1022869829862 , https://doi.org/10.1139/b95-126 , https://doi.org/10.1139/x94-027",45.833333,-74.016667,Broadleaved,1.879,0.52,0.84,0.66,3610,3870,4070,3610,67.8319,20.124,34.188,23.826,3.6,1100,NA,122.1439,44.0059,78.138,NA,NA,NA,NA,NA,NA,AM,100,4.845833302,1060,173,1.412281036,53.95061111,Woody,5132.166504,0,1.014878035,3.197773457,1.389246583,NA,115.8300018,22.45669937,578.8436279,117.1989899,578.8436279,117.1989899,1.017598327,93.43812624,78.138,3.6,1100,173,1.412281036,5.395061111,3960,4,Temp,2.572712648,11550,1921.234699,7442.307692,4845.238095,94.56059615,100,18.50329971,25.93967628,44.442976
Scrapping,https://doi.org/10.1016/j.foreco.2010.06.006,3.65,113.7,Broadleaved,2.83,0.24,0.57,NA,2270,5515,1048,2270,64.241,13.236,5.9736,NA,27,2800,NA,83.4506,NA,NA,NA,NA,NA,NA,NA,NA,AM,100,26.9375,3263,47,2.392522573,47,Woody,87883.46094,1,0.52724576,3.661821127,1.159405589,NA,104.4990005,17.79290009,340.1779175,103.3272018,340.1779175,103.3272018,0.527244485,65.74632197,65.74632197,27,2800,47,2.392522573,4.7,75600,1,Trop,12.9699009,8833,802.1201413,22979.16667,1838.596491,105.847052,100,2.802921295,4.15154314,6.954464436
Scrapping,"https://doi.org/10.1890/09-0635.1 , https://doi.org/10.1007/s11104-006-9168-2 , 10.1016/s0378-1127(98)00417-4 ",10.433333,-83.983333,Broadleaved,2.4137,0.355,1.67,1.523,4632,2478,3252,4632,111.802584,8.7969,54.3084,70.54536,25.8,3960,66.5,174.907884,41.257224,267.30132,NA,NA,NA,NA,NA,NA,AM,100,26.04999924,3724,46,0.760720193,49.46952438,Woody,97010.19531,0.421867281,0.778269649,3.110178947,0.929342926,NA,193.6000061,31.47629929,497.6453247,104.3380356,497.6453247,104.3380356,0.778850034,131.1999588,267.30132,25.8,3960,66.5,0.760720193,4.946952438,102168,1,Trop,2.220641448,10362,1919.045449,6980.28169,1947.305389,59.24261253,100,4.562544346,4.23290062,8.795444965
Scrapping,"https://doi.org/10.1007/s11104-008-9655-8 , 10.3170/2007-8-18333 , https://doi.org/10.1134/S1067413620010105",-42.65,-65.383333,Broadleaved,1.77,0.52,0.84,0.78,498,153.89,1898,498,8.8146,0.800228,15.9432,3.8844,13.7,235.9,115,25.558028,4.9302,20.627828,NA,NA,NA,NA,NA,NA,AM,100,13.63749981,186,115,0.842597544,79,Woody,2534.25,0,0.147989333,2.407825232,0.889029503,0.003881475,52.72600174,6.764279842,91.49585724,107.8225327,91.49585724,107.8225327,0.147979726,24.31409023,20.627828,13.7,235.9,115,0.842597544,7.9,3231.83,8,Temp,0.60306764,2549.89,281.3559322,295.9423077,2259.52381,99.76865195,100,1.312851548,0.806886613,2.119738162
Jakub,"Novak et al., 2012",50.3,16.4,Coniferous,1.1,0.29,0.68,NA,2013.1,4204.6,448.5,2013.1,22.1441,12.19334,3.0498,NA,5.1,1460,1100,37.38724,NA,NA,13,NA,NA,NA,NA,NA,ECM,0,4.133333206,756,1023,0.827108562,49.5014267,Woody,3137.400146,0,0.917750478,3.063572407,1.150203347,0.179294854,105.8929977,13.77690029,610.7958984,100.17099,610.7958984,100.17099,0.917760447,32.77995443,32.77995443,5.1,1460,1100,0.827108562,4.95014267,7446,4,Temp,11.25891534,6666.2,1830.090909,14498.62069,659.5588235,178.301474,0,19.73835373,23.72837257,43.4667263
Jakub,Unpublished,49.2,15.7,Broadleaved,2.29,0.55,0.47,NA,300.4,1017,498.4,300.4,6.87916,5.5935,2.34248,NA,8,419,660,14.81514,NA,NA,3,NA,NA,NA,NA,NA,ECM,0,6.650000095,626,673,0.658349514,51.98046112,Woody,4162.899902,0,1.043247581,2.880965471,1.076515198,NA,132.1679993,20.4428997,566.1942749,122.8283997,566.1942749,122.8283997,1.04317105,16.6256803,16.6256803,8,419,660,0.658349514,5.198046112,3352,4,Temp,5.324553465,1815.8,131.1790393,1849.090909,1060.425532,122.5638097,0,19.01800728,28.26700783,47.28501511
Jakub,"Novak et al., 2017",50.1,15.9,Broadleaved,1.13,0.38,0.48,NA,1879.3,23035.9,3753.4,1879.3,21.23609,87.53642,18.01632,NA,10.5,509,250,126.78883,NA,NA,22,NA,NA,NA,NA,NA,ECM,0,8.558333397,485,226,0.741451621,69.98403931,Woody,4146.75,0,0.759107292,2.596150398,1.03058672,NA,114.2720032,14.41090012,400.0250549,126.6169052,400.0250549,126.6169052,0.759749017,96.76238373,96.76238373,10.5,509,250,0.741451621,6.998403931,5344.5,4,Temp,6.037443274,28668.6,1663.097345,60620.78947,7819.583333,226.1129786,0,19.73835373,23.72837257,43.4667263
Jakub,https://link.springer.com/article/10.1007/s11104-021-05065-x#Tab1 10.1007/s11104-017-3231-z,47.5028,-93.4828,Coniferous,1.336,0.664,1.469,NA,315,525,1950,315,4.2084,3.486,28.6455,NA,3.3,787,413,36.3399,NA,NA,90,NA,NA,3.7,NA,NA,ECM,0,3.612499952,693,423,1.083799839,54.67783737,Woody,2494.800049,0,0.718483508,3.009520292,1.107074976,0.106789999,134.5500031,25.14749908,379.2496948,126.3433914,379.2496948,126.3433914,0.71873539,32.03040001,32.03040001,3.3,787,413,1.083799839,3.7,2597.1,4,Temp,0.268607635,2790,235.7784431,790.6626506,1327.433628,76.77511496,0,12.50640869,13.50251675,26.00892544
BIOor-FACE,BIFoR-FACE,52.801,-2.301,Broadleaved,3.064,0.52,0.967,1.82,3328,3499,4020,3328,101.96992,18.1948,38.8734,60.5696,9,720,NA,159.03812,41.40032,117.6378,175,NA,NA,4.72,NA,14.3,ECM,0,8.991666794,727,100,1.311852932,61.58197403,Woody,6536.941895,0.219376817,0.786068439,2.988663912,1.372962475,NA,97.47070313,18.34469986,501.3201904,104.4297714,501.3201904,104.4297714,0.785291293,119.842375,117.6378,9,720,100,14.3,4.72,6480,4,Temp,3.091181116,10847,1086.16188,6728.846154,4157.187177,68.20377404,0,17.69189262,29.05122948,46.7431221